Date,Time,Duration,From,To
3/03/2017,18:16:49,4:08, 5320 2202, 5326 2462
3/03/2017,18:17:33,18:49, 8955 6935, 6792 5109
3/03/2017,18:24:01,20:48,741 887 205,(46) 766-894
3/03/2017,18:38:50,18:13, 4548 9144, 8453 0899
3/03/2017,18:44:48,8:56, 9675 5904,041-817-305
3/03/2017,18:46:41,22:27,0680 772 10 02,041-404-760
3/03/2017,19:07:15,13:03, 4541 9677, 4040 6860
3/03/2017,19:16:08,23:26, 4078 6094, 8602 7674
3/03/2017,19:18:04,7:50, 9069 4660,0688 251 26 17
3/03/2017,19:30:18,20:41, 6240 8849, 6296 6013
3/03/2017,19:31:42,8:59, 8604 2338, 4957 2653
3/03/2017,19:54:24,4:04, 8453 0899, 4514 3307
3/03/2017,20:13:25,0:42, 4993 0731, 5312 2919
3/03/2017,20:28:44,15:33, 8453 0899, 9675 5904
3/03/2017,20:50:13,17:37, 5391 8979, 4092 7998
3/03/2017,20:54:30,1:48, 5319 7827, 8427 2450
3/03/2017,21:07:06,19:46, 8223 0115, 9038 1712
3/03/2017,21:14:38,20:35, 8540 2671, 9078 4769
3/03/2017,21:15:03,21:56,741 887 205, 4553 0436
3/03/2017,21:32:48,21:40, 4532 6723,(30) 708-2290
3/03/2017,21:35:01,4:07,031-885-169, 6220 8571
3/03/2017,21:36:42,0:22, 4590 3028, 4972 2722
3/03/2017,21:46:51,7:51, 6209 0416, 9067 7782
3/03/2017,21:50:47,3:32, 6797 0191, 4503 6890
3/03/2017,21:59:51,19:53, 4548 9144, 4993 0731
3/03/2017,22:02:16,4:55, 6763 7171,9543 8008
3/03/2017,22:15:22,21:30, 5355 5886, 4554 2291
3/03/2017,22:17:34,23:45, 9038 7042, 6250 6200
3/03/2017,22:18:33,6:54, 6260 9581, 4035 3020
3/03/2017,22:29:10,5:17, 4548 9144, 4993 0731
3/03/2017,22:42:03,16:41, 9675 5904, 9040 5785
3/03/2017,22:43:28,11:18, 6126 7308,(76) 670-036
3/03/2017,22:44:30,19:55, 5355 5886, 3303 8187
3/03/2017,22:50:01,8:47, 4879-9501, 6723 4918
3/03/2017,23:01:41,3:01, 9327 4748,(92) 6841-9964
3/03/2017,23:25:00,23:10, 6790 8902, 6121 8675
3/03/2017,23:53:44,2:55, 8239 8144, 4585 2300
4/03/2017,0:00:29,19:04, 6296 8134, 4527 1558
4/03/2017,0:05:07,7:13, 5388 7270, 9018 2457
4/03/2017,0:28:49,16:49, 4548 9144, 4993 0731
4/03/2017,0:29:57,1:52, 5355 5886, 9637 4653
4/03/2017,0:32:28,23:05, 9138 6757, 9724 6403
4/03/2017,0:39:06,23:15,385 4503, 4576 8862
4/03/2017,0:40:27,18:07, 6199 1599, 4595 4256
4/03/2017,1:08:42,14:42, 3265 5736, 4085 7504
4/03/2017,1:09:14,13:30, 5317 6227, 5328 5641
4/03/2017,1:47:10,16:37, 6140 3800, 5319 9537
4/03/2017,1:51:58,21:10, 8310 4765, 4059 7191
4/03/2017,2:09:23,22:24, 5316 0790, 9009 5642
4/03/2017,2:11:31,0:07, 9588 0693, 3004 4963
4/03/2017,2:19:17,23:59, 4920 6309, 6716 3983
4/03/2017,2:21:03,20:50, 4554 2291,783 4050
4/03/2017,2:24:56,15:13, 9728 2695, 6243 9285
4/03/2017,2:25:37,1:27, 4781 6936, 4956 2104
4/03/2017,2:35:40,14:45, 9352 4877, 5307 0611
4/03/2017,2:37:00,23:44, 4548 9144, 8453 0899
4/03/2017,2:52:21,11:15, 5320 4291, 4994 9662
4/03/2017,3:02:01,15:59, 4087 8886,(41) 9539-4951
4/03/2017,3:14:27,13:54, 5310 7569, 5346 7484
4/03/2017,3:16:23,13:53, 5340 3845, 5347 1642
4/03/2017,3:17:34,11:47, 9637 4653, 6721 1288
4/03/2017,3:19:09,12:57, 9211 1679, 8236 3175
4/03/2017,3:24:12,1:32, 4031 4009,73 180 995
4/03/2017,3:32:22,18:15, 6732 5123, 4660 5815
4/03/2017,3:39:16,3:01, 4043 7058, 5373 2035
4/03/2017,3:39:43,1:54, 6230 9227, 5333 0501
4/03/2017,3:43:32,12:12, 9675 5904, 4927 1675
4/03/2017,3:46:48,6:10, 5355 5886, 4532 6723
4/03/2017,3:53:49,19:10, 8453 0899, 9637 4653
4/03/2017,4:03:55,22:01, 5355 5886, 4993 0731
4/03/2017,4:06:49,13:09, 8310 4765, 8220 1720
4/03/2017,4:24:30,21:46, 4541 6689, 5371 1666
4/03/2017,4:39:34,18:02, 9927 2405,077 8396 0227
4/03/2017,4:55:43,4:04, 9811 5291, 6294 6610
4/03/2017,5:10:03,18:46, 6758 0895, 8772 4049
4/03/2017,5:36:22,0:19, 8453 0899, 6766 1158
4/03/2017,5:50:20,7:37,077 5273 8067, 5324 0829
4/03/2017,5:52:01,22:48, 9090 1446,484 6544
4/03/2017,6:10:43,2:57, 4012 5809, 6113 0932
4/03/2017,6:16:17,11:30, 5672 7055, 4535 5385
4/03/2017,6:23:14,3:32, 2916-513,77 843 280
4/03/2017,6:24:14,19:45, 6687 8036, 4056 1193
4/03/2017,6:31:05,8:49,744 9149, 8759 9632
4/03/2017,6:44:48,18:45, 4781 6936, 5323 9033
4/03/2017,6:47:12,8:48, 9327 4748, 6193 4375
4/03/2017,6:50:15,0:49, 6260 9581, 5388 0270
4/03/2017,6:54:23,4:23, 8540 2671, 4053 7947
4/03/2017,6:54:35,12:02,741 887 205, 5352 1123
4/03/2017,7:14:21,12:55, 4034 6525, 4795 7487
4/03/2017,7:22:18,19:05, 3583 5510, 9382 2659
4/03/2017,7:23:55,16:04, 6263 4851, 4960 9379
4/03/2017,7:25:57,18:01, 5341 5091, 4026 6561
4/03/2017,7:27:34,15:55, 9637 4653, 4055 2368
4/03/2017,7:32:17,10:01, 5350 7926, 6768 7906
4/03/2017,7:43:01,20:46, 9001 7773, 9574 9082
4/03/2017,7:48:24,22:14, 8951 9439, 5368 5952
4/03/2017,7:51:20,20:55, 4548 9144, 4993 0731
4/03/2017,7:52:14,11:29,353 3756, 9025 6270
4/03/2017,7:56:55,12:47,0680 772 10 02, 5335 4993
4/03/2017,8:00:38,22:14, 5312 2919, 6764 1701
4/03/2017,8:05:27,5:47, 5632 7446, 5363 4822
4/03/2017,8:07:57,9:46, 5399 5907, 8277 4866
4/03/2017,8:22:22,15:30, 6199 1599, 6118 1047
4/03/2017,8:38:00,5:44,041-041-109, 4984 7426
4/03/2017,8:47:06,0:24,748 625 532, 8261 6643
4/03/2017,8:54:35,14:12, 5347 9625, 5388 6974
4/03/2017,8:55:59,0:20, 6755 2351, 4012 7005
4/03/2017,9:00:50,9:27, 8453 0899, 6209 0416
4/03/2017,9:10:36,23:49, 9352 4877, 8227 4655
4/03/2017,9:11:38,21:16, 4043 7058, 4996 0218
4/03/2017,9:21:42,17:41, 8771 6112, 6288 3163
4/03/2017,9:22:00,13:28, 4590 3028,(027) 7178-811
4/03/2017,9:29:11,8:12, 6687 8036, 8385 0161
4/03/2017,9:39:00,7:56, 8390 5776, 6765 0482
4/03/2017,9:40:04,12:32, 4993 0731, 3126 4630
4/03/2017,9:40:36,5:52, 4306 3814, 9562 7738
4/03/2017,9:43:14,15:19, 9211 1679,041-817-305
4/03/2017,9:55:00,5:40, 0907-420, 5333 1591
4/03/2017,10:41:32,4:32, 4327 2022, 9705 1979
4/03/2017,11:05:01,5:55, 5355 5886, 4099 4224
4/03/2017,11:06:42,6:03, 2916-513,(19) 2415-6652
4/03/2017,11:11:41,19:59, 6115 4546, 6174 9036
4/03/2017,11:20:08,2:27, 5392 5763, 5358 4628
4/03/2017,11:22:28,2:39, 4059 7191, 8319 5599
4/03/2017,11:34:58,8:27,722 038 968,621 848 042
4/03/2017,11:36:56,0:30, 9030 5278, 4945 3446
4/03/2017,11:40:54,20:47,748 625 532,772 198 020
4/03/2017,11:43:38,17:43, 9016 9853, 8845 1668
4/03/2017,11:43:43,7:46, 4968 7468, 6602 0850
4/03/2017,11:52:59,18:27, 9588 0693, 6733 4785
4/03/2017,11:56:10,20:29, 8951 9439, 5363 7392
4/03/2017,12:01:22,6:45, 6258 5122, 6124 6700
4/03/2017,12:18:06,20:11, 5329 2569, 4027 7459
4/03/2017,12:38:37,13:29,(44) 972-345,(92) 204-038
4/03/2017,12:41:25,0:29, 4055 3027, 5367 2791
4/03/2017,12:49:51,18:24, 8453 0899, 4951 5123
4/03/2017,12:54:05,22:04, 8483 9935, 5376 6613
4/03/2017,13:35:48,0:41, 6797 0191, 9034 9657
4/03/2017,13:41:27,9:29, 5355 5886, 4993 0731
4/03/2017,13:47:17,7:59, 8297 7924, 6165 8111
4/03/2017,13:54:20,8:40, 7623-7737,611 708 525
4/03/2017,13:57:18,23:54, 6282 2216, 5382 7111
4/03/2017,14:22:32,2:44, 4684 8031, 9032 8212
4/03/2017,14:24:37,0:17, 6747 9584, 9068 3245
4/03/2017,14:28:59,15:39, 9327 4748, 4056 6192
4/03/2017,14:38:20,21:35, 4085 1939, 4020 0954
4/03/2017,14:57:47,23:49, 5312 0561, 4653 9645
4/03/2017,15:10:35,16:02, 4979 8750, 8747 5655
4/03/2017,15:17:42,0:16, 6763 7171, 5345 8106
4/03/2017,15:23:28,1:27, 6258 5122, 6106 3300
4/03/2017,15:25:01,16:07, 4993 0731, 5312 2919
4/03/2017,15:41:23,16:18, 8453 0899, 9637 4653
4/03/2017,15:43:23,6:32,(028) 9448-858, 4927 7240
4/03/2017,16:02:20,14:45, 8540 2671, 5398 3237
4/03/2017,16:05:51,21:13, 6734 7086,721 951 939
4/03/2017,16:13:46,20:32,070-612-355, 5305 2274
4/03/2017,16:24:27,17:39, 5366 0163, 8278 2035
4/03/2017,16:27:45,17:56, 3825 1772, 6780 9152
4/03/2017,16:31:45,6:19, 8453 0899, 3909 1346
4/03/2017,16:40:36,12:50, 4085 1720, 5380 4312
4/03/2017,17:00:26,9:37, 6780 7105, 4071 8673
4/03/2017,17:11:32,11:16, 4540 3670,041-998-941
4/03/2017,17:16:08,17:23, 4909 8638, 4631 8330
4/03/2017,17:23:40,7:44, 6768 8522, 5309 0096
4/03/2017,17:24:58,4:38, 4548 9144, 4993 0731
4/03/2017,17:29:48,5:10, 6713 4537,735 119 921
4/03/2017,17:38:52,13:36,385 4503, 4509 1868
4/03/2017,17:40:14,15:20, 4938 6397, 6254 3341
4/03/2017,18:04:17,5:03, 6115 4546, 4996 6876
4/03/2017,18:08:44,0:39, 4544 6892, 6191 1328
4/03/2017,18:22:04,21:57, 8955 6935, 9830 6267
4/03/2017,18:28:05,20:12, 8222 2443, 9061 4795
4/03/2017,18:29:19,13:04, 4518 8917, 3672 7312
4/03/2017,18:32:09,4:53,0680 772 10 02,(027) 3635-091
4/03/2017,18:33:48,9:44, 4951 5123, 3507 6128
4/03/2017,18:48:07,3:37, 9090 1446, 6196 7041
4/03/2017,19:04:55,19:17, 5399 5907, 6262 3724
4/03/2017,19:08:15,6:44, 4976 9451, 8348 2547
4/03/2017,19:18:21,13:29, 2916-513,078 2215 5414
4/03/2017,19:18:47,12:55,620 393 943, 9350 2134
4/03/2017,19:27:08,6:29, 6763 7171, 8318 0393
4/03/2017,19:27:11,1:13, 8364 0116, 9085 5089
4/03/2017,19:27:23,7:44,385 4503, 9015 4432
4/03/2017,19:35:25,0:52, 4930 0801,077 2070 7110
4/03/2017,19:54:50,6:07, 4540 3670, 9898 6275
4/03/2017,19:58:09,9:34, 6264 3127,(94) 912-577
4/03/2017,20:10:58,17:55, 4054 6954, 6726 0149
4/03/2017,20:24:16,21:07, 9434 4877, 4972 0790
4/03/2017,20:35:52,11:22, 9001 7773, 6677 4691
4/03/2017,20:43:56,16:36, 6687 8036, 4945 9886
4/03/2017,20:44:57,21:39, 4074 2849, 5385 0819
4/03/2017,20:46:47,14:50, 8382 0342, 6672 1656
4/03/2017,20:52:52,14:26, 4085 1720, 4599 4180
4/03/2017,21:04:40,11:56, 5355 5886, 4554 2291
4/03/2017,21:11:59,23:27,079 6565 3546, 6702 2929
4/03/2017,21:14:06,6:40,(36) 560-456, 6218 2878
4/03/2017,21:29:43,20:08, 6276 2647, 4072 0907
4/03/2017,21:38:26,2:18, 9637 4653, 9073 7453
4/03/2017,21:41:22,6:05, 4548 9144, 9284 7583
4/03/2017,21:58:58,23:53, 4001 6888, 6735 6459
4/03/2017,22:13:33,1:47, 4548 9144, 3338 1137
4/03/2017,22:14:06,2:57, 4045 7441, 9240 9214
4/03/2017,22:18:19,6:37, 5320 4291, 4599 2118
4/03/2017,22:32:01,22:06, 4043 7058, 5340 2832
4/03/2017,22:41:44,22:05, 4034 6525, 5380 1785
4/03/2017,22:51:15,20:43, 5355 5886, 3126 4630
4/03/2017,22:53:09,4:28, 6126 5249, 4004 8518
4/03/2017,22:56:54,14:04, 8339 9897, 9029 5887
4/03/2017,23:01:50,15:43, 5355 5886, 4532 6723
4/03/2017,23:10:39,13:48, 4993 0731, 4548 9144
4/03/2017,23:21:02,16:47, 9327 4748, 4012 5371
4/03/2017,23:23:09,4:58, 4993 0731, 5350 7926
4/03/2017,23:38:31,1:05, 4085 1720, 4327 8963
4/03/2017,23:41:24,1:19, 3856 1429, 6290 5120
4/03/2017,23:50:18,5:29,077 2846 0669,76 742 907
4/03/2017,23:51:49,23:19, 6179 5556, 4092 3483
4/03/2017,23:52:49,11:39, 9675 5904, 8292 7826
4/03/2017,23:53:51,14:42,748 625 532, 5302 8831
5/03/2017,0:22:23,15:53, 4951 5123, 4926 7427
5/03/2017,0:30:30,17:11, 2916-513, 9393 1495
5/03/2017,0:30:54,18:55, 9034 3254, 6724 6709
5/03/2017,0:37:22,10:41, 4951 5123, 9859 3379
5/03/2017,0:40:02,18:41, 5329 2569, 4566 8363
5/03/2017,0:54:17,3:33, 5310 7569, 5384 3122
5/03/2017,0:55:39,18:37, 6296 8134, 8750 1200
5/03/2017,0:56:37,4:50, 4997 5822, 4053 5755
5/03/2017,1:04:06,19:20, 5326 3217, 6191 6358
5/03/2017,1:11:25,0:39, 9423 2494, 5365 6731
5/03/2017,1:28:45,22:09, 4997 5822, 4978 1494
5/03/2017,1:30:25,1:03, 6768 8522, 4933 1639
5/03/2017,1:33:46,6:53, 8741 0654,534 694 747
5/03/2017,1:43:51,5:09, 4554 2291, 9691 3922
5/03/2017,1:46:27,21:55, 4993 0731, 3126 4630
5/03/2017,1:54:21,5:39, 6766 1158, 5374 1549
5/03/2017,1:55:46,5:45, 6140 3800, 6293 6241
5/03/2017,2:16:23,6:09, 5326 3217, 5308 6716
5/03/2017,2:27:31,20:26, 6199 1599, 5352 5607
5/03/2017,2:47:13,7:33, 4540 4399, 6735 5758
5/03/2017,2:58:39,23:58, 4001 6888, 6702 2929
5/03/2017,2:59:04,14:32, 4993 0731, 3303 8187
5/03/2017,3:14:50,16:49,722 038 968, 8231 1162
5/03/2017,3:21:29,19:41, 5346 4215, 4014 4724
5/03/2017,3:27:25,8:20,595 867 461, 4308 7468
5/03/2017,3:29:41,1:45, 3825 1772,(87) 2594-9879
5/03/2017,3:31:36,9:45, 4930 0801, 6768 7906
5/03/2017,3:34:57,0:51, 5329 2569, 8753 3363
5/03/2017,3:39:47,20:37,0680 772 10 02, 4068 7513
5/03/2017,3:49:02,18:44, 8540 2671,327 6573
5/03/2017,3:52:28,6:19, 4078 6094, 8352 3877
5/03/2017,4:04:02,4:53, 4043 7058, 4078 6094
5/03/2017,4:12:30,16:25, 6763 7171,077 2532 9341
5/03/2017,4:21:51,7:13, 9434 4877, 4087 9268
5/03/2017,4:32:29,23:13, 5355 5886, 8453 0899
5/03/2017,4:34:54,9:31, 6179 5556, 6259 7332
5/03/2017,4:46:27,14:53, 6282 2216, 6285 8004
5/03/2017,5:00:34,2:19, 7625-6406, 8358 4259
5/03/2017,5:01:12,4:28, 6240 8849,070-620-866
5/03/2017,5:04:25,21:05, 4976 9451, 4534 7159
5/03/2017,5:06:03,2:52, 4563 1473, 4564 9390
5/03/2017,5:19:46,15:22, 3856 1429,0688 201 03 74
5/03/2017,5:44:29,13:02, 6755 2351, 6177 6790
5/03/2017,6:09:06,10:11, 4548 9144, 9006 6573
5/03/2017,6:15:46,14:17,772 366 980, 8251 5399
5/03/2017,6:18:47,3:39, 5355 5886, 5307 5230
5/03/2017,6:23:07,6:51,(44) 168-687, 4062 7957
5/03/2017,6:26:20,3:13, 5672 7055, 8323 0415
5/03/2017,6:27:07,6:33, 9637 4653,9999 9347
5/03/2017,6:28:20,12:33, 6687 8036, 4590 3299
5/03/2017,6:28:49,5:11, 9098 1379, 5304 6413
5/03/2017,6:29:01,5:34, 5347 9625, 4570 0932
5/03/2017,6:33:12,10:07, 8384 2611, 9332 4206
5/03/2017,6:34:24,15:42, 5377 0274, 8263 2796
5/03/2017,6:36:52,18:27, 4930 0801, 6734 6738
5/03/2017,6:56:54,16:40, 4541 6689, 8245 0722
5/03/2017,7:10:51,17:27, 6209 0416, 5345 7517
5/03/2017,7:17:09,12:48, 4001 6888, 9120 1207
5/03/2017,7:25:58,17:52,727 692 410, 9079 1995
5/03/2017,7:26:17,22:54, 6763 7171, 6273 6208
5/03/2017,7:28:02,12:37, 5380 8256,078 1517 6535
5/03/2017,7:33:25,2:20, 4528 0018, 5303 2064
5/03/2017,7:42:39,3:21, 5337 5630, 8342 4189
5/03/2017,7:44:03,20:01, 4084 1832, 9075 5220
5/03/2017,7:46:46,21:41, 9090 1446, 9085 7783
5/03/2017,7:49:05,16:18, 4546 0943, 4033 3113
5/03/2017,7:52:43,16:35, 9327 4748, 4590 6567
5/03/2017,7:54:07,20:24, 9434 4877, 8382 2183
5/03/2017,8:01:15,22:31,031-443-157, 4004 3663
5/03/2017,8:07:02,17:37, 5355 5886, 6758 0895
5/03/2017,8:14:04,11:15,077 5273 8067,71 908 742
5/03/2017,8:17:30,16:15, 8297 7924, 4525 5064
5/03/2017,8:22:13,19:30, 6736 6420, 6271 4727
5/03/2017,8:33:45,1:24, 6104 3696, 5354 7118
5/03/2017,8:38:58,9:40, 4043 7058, 9136 4483
5/03/2017,8:43:37,2:19, 8771 6112,070-785-713
5/03/2017,8:54:46,2:52, 5312 2919, 5387 4256
5/03/2017,9:08:48,7:19, 5396 2270, 3986 9034
5/03/2017,9:13:36,13:17, 5365 1688, 4023 9442
5/03/2017,9:15:43,23:55, 4993 0731, 3912 5690
5/03/2017,9:17:57,0:32,772 366 980, 4632 4587
5/03/2017,9:21:47,20:16, 4327 2022, 6277 1498
5/03/2017,9:28:56,21:00, 5329 2569, 5382 3324
5/03/2017,9:29:30,10:13, 4582 8933, 9036 3937
5/03/2017,9:39:45,7:09,(36) 560-456,(32) 701-409
5/03/2017,9:43:32,0:50, 6732 5123, 4313 0587
5/03/2017,9:43:39,19:35, 8453 0899, 4554 2291
5/03/2017,9:55:41,0:43, 4031 4009, 8314 2271
5/03/2017,10:01:26,22:45, 5320 2202, 5381 6446
5/03/2017,10:04:36,23:28, 5355 5886, 5307 5230
5/03/2017,10:05:16,16:06,(67) 6293-6580, 9453 5573
5/03/2017,10:09:10,18:11, 5392 5763, 5393 0772
5/03/2017,10:09:55,11:13, 6115 4546, 8950 6122
5/03/2017,10:20:07,0:13, 4055 3027, 6268 1901
5/03/2017,10:33:28,6:59, 6264 3127,638 071 014
5/03/2017,10:51:58,17:27, 4532 6723, 5375 8335
5/03/2017,10:58:06,11:42, 5355 5886, 4993 0731
5/03/2017,11:05:07,23:22, 5722-497, 6723 6860
5/03/2017,11:14:55,22:53, 4505 0156, 9019 8123
5/03/2017,11:28:06,0:06, 6241 1295, 9852 5326
5/03/2017,11:32:23,7:49, 4778 3938,75 634 192
5/03/2017,11:42:41,12:43, 9001 7773, 4542 9532
5/03/2017,11:45:43,16:06, 5399 8170, 4587 0875
5/03/2017,11:59:31,17:07,(44) 168-687,(14) 6195-7779
5/03/2017,12:00:24,22:11,620 001 750, 8334 3037
5/03/2017,12:06:56,17:42, 5341 1327, 9046 7293
5/03/2017,12:08:56,10:05, 4591 1165,77 949 257
5/03/2017,12:23:04,20:08, 5312 2919, 6117 1532
5/03/2017,12:37:37,11:24, 3951 0817, 5320 3058
5/03/2017,12:38:16,17:06, 8453 0899, 8604 2338
5/03/2017,12:40:10,0:54, 5327 6013, 5398 3237
5/03/2017,12:47:45,17:13, 4563 1473, 9074 1593
5/03/2017,12:52:22,18:39, 4540 4399,599 709 060
5/03/2017,13:20:46,12:35, 6253 1148, 9007 5764
5/03/2017,13:26:33,15:18, 4054 0403, 5356 1412
5/03/2017,13:29:15,5:34, 4540 4399,9658 8861
5/03/2017,13:42:35,4:33,620 001 750, 8860 9473
5/03/2017,13:43:09,22:27,741 887 205, 4591 4384
5/03/2017,13:59:56,4:54, 6763 7171, 6142 9369
5/03/2017,14:11:36,12:50, 3253 9904, 9985 9836
5/03/2017,14:24:25,0:46, 4518 8917, 8255 0359
5/03/2017,14:35:31,11:02, 3951 0817, 4930 1642
5/03/2017,14:37:28,14:00, 4554 2291, 4064 4131
5/03/2017,14:40:54,19:36, 8453 0899, 9637 4653
5/03/2017,14:49:13,22:04,9553 6664, 4241 2900
5/03/2017,14:53:16,6:29, 5388 7270,(28) 185-423
5/03/2017,15:09:27,5:17, 5312 0561, 4082 0989
5/03/2017,15:29:08,1:59, 8453 0899, 5307 5230
5/03/2017,15:45:19,10:42, 9675 5904, 5398 6909
5/03/2017,15:54:45,5:24, 5326 3217,(43) 8900-2965
5/03/2017,16:02:13,20:50, 9019 1570, 4990 8149
5/03/2017,16:03:03,17:22, 9352 4877, 9416 8940
5/03/2017,16:30:50,7:32, 9728 2695, 6785 4430
5/03/2017,16:31:29,18:00, 5312 2919, 9932 7987
5/03/2017,16:41:19,16:32, 6271 3536, 5376 1020
5/03/2017,16:44:48,20:50, 6755 2351, 1363-786
5/03/2017,16:46:28,16:01, 4548 9144, 4993 0731
5/03/2017,16:51:29,12:08, 4306 3814, 8356 8024
5/03/2017,17:06:31,15:07, 4993 0731, 5380 8256
5/03/2017,17:07:23,20:43, 4997 5822,78 559 607
5/03/2017,17:07:45,3:37, 4548 9144, 4993 0731
5/03/2017,17:23:33,3:02, 9477 8972, 9368 6632
5/03/2017,17:37:21,9:56, 4054 6954, 9818 1592
5/03/2017,17:39:21,12:53, 4993 0731, 4548 9144
5/03/2017,17:51:55,5:23, 8207 2803, 9634 2386
5/03/2017,17:55:35,18:16, 6263 4851,799 1434
5/03/2017,17:58:22,7:09, 4087 6139, 0677-883
5/03/2017,17:59:20,15:50, 9477 8972, 3893 1863
5/03/2017,18:12:39,1:08, 8453 0899, 6766 1158
5/03/2017,18:13:54,11:54, 6192 7373, 4541 2838
5/03/2017,18:23:28,15:52, 8288 0441,(96) 433-146
5/03/2017,18:26:33,9:34, 4053 7947,614 391 125
5/03/2017,18:32:00,9:39, 4548 9144, 4993 0731
5/03/2017,19:02:47,20:18, 3856 1429, 5372 8750
5/03/2017,19:19:29,6:08, 9001 7773, 5306 8651
5/03/2017,19:20:13,2:25,070-852-678,(14) 6077-6022
5/03/2017,19:25:30,18:27, 4548 9144, 4993 0731
5/03/2017,19:27:00,0:42, 8768 2711, 4920 0298
5/03/2017,19:52:02,13:50, 6768 8522, 8235 5718
5/03/2017,19:52:47,1:54, 5355 5886, 4532 6723
5/03/2017,19:54:26,6:54, 9477 8972, 9168 1987
5/03/2017,20:12:00,16:19, 9006 6573, 4038 8882
5/03/2017,20:19:23,8:27, 6188 7869,757 279 605
5/03/2017,20:22:23,14:07, 8364 5339,787 1807
5/03/2017,20:23:01,17:42, 8390 5776, 6163 8132
5/03/2017,20:38:00,10:46, 4549 6801, 4964 5042
5/03/2017,20:53:05,2:04, 5399 5907, 5370 0857
5/03/2017,21:15:44,4:16, 5355 5886, 6758 0895
5/03/2017,21:21:48,21:36, 8232 6825,031-312-614
5/03/2017,21:33:27,6:05, 5355 5886, 3126 4630
5/03/2017,21:35:14,16:18, 5393 8654, 8821-7308
5/03/2017,22:02:38,8:21, 9675 5904, 4567 4270
5/03/2017,22:21:33,19:49,353 3756, 5303 5898
5/03/2017,22:31:26,7:26, 8339 9897, 4061 9337
5/03/2017,22:36:12,18:16, 6188 7869, 6721 1288
5/03/2017,22:40:01,23:42, 8453 0899, 9009 1581
5/03/2017,22:48:21,1:04, 6755 2351,(028) 0320-687
5/03/2017,23:11:21,14:51, 6230 9227, 9011 4977
5/03/2017,23:14:36,20:33, 8390 5776, 4542 1491
5/03/2017,23:53:16,15:15, 9540 5328,657 310 719
5/03/2017,23:58:10,19:07, 6264 3127, 4967 2901
6/03/2017,0:07:48,10:15, 6264 3127, 6198 3099
6/03/2017,0:10:29,8:29, 8210 6899, 9026 1328
6/03/2017,0:25:39,20:28, 9053 0693, 4255 1795
6/03/2017,0:33:20,16:17, 6263 4851, 4088 2338
6/03/2017,0:33:56,20:46, 5377 0274, 4085 1939
6/03/2017,0:36:49,8:18, 6797 0191, 9197 1132
6/03/2017,0:43:13,2:57, 5355 5886, 9637 4653
6/03/2017,0:45:58,11:31, 8339 9897, 9357 8072
6/03/2017,0:46:55,3:41, 4994 2133, 8350 2687
6/03/2017,0:47:56,23:52, 9016 9853, 6171 3265
6/03/2017,0:54:38,22:24, 7625-6406, 4978 8092
6/03/2017,0:58:15,0:45, 6240 8849, 9716 1967
6/03/2017,1:02:02,15:40, 8288 0441, 6730 7799
6/03/2017,1:02:16,15:44, 7625-6406, 4091 7840
6/03/2017,1:06:49,11:02, 6780 7105, 6277 8305
6/03/2017,1:10:31,12:44, 6263 4851, 6729 2785
6/03/2017,1:10:44,12:12, 0907-420, 4970 9398
6/03/2017,1:13:36,12:55, 4043 7058,(17) 4942-8728
6/03/2017,1:23:39,17:27, 9434 4877, 8296 3971
6/03/2017,1:27:34,19:03, 4554 2291, 5358 4056
6/03/2017,1:47:40,23:58, 5377 0274, 4076 6966
6/03/2017,1:51:18,22:46,727 692 410, 6240 6849
6/03/2017,1:56:20,15:20, 6792 2681, 5327 5077
6/03/2017,2:11:23,15:16, 6791 5095, 6259 7332
6/03/2017,2:16:03,6:37, 6192 7373, 6797 0322
6/03/2017,2:20:10,5:43, 4706 2002, 8753 3580
6/03/2017,2:40:12,12:05, 4684 8031,78 127 999
6/03/2017,2:59:25,12:14, 6126 5249, 5333 6320
6/03/2017,3:07:24,13:50, 6702 8557, 4017 6697
6/03/2017,3:12:22,10:45, 4548 9591, 8294 0269
6/03/2017,3:14:05,5:50, 6702 8557, 6179 4028
6/03/2017,3:14:43,5:50, 6220 8320, 4747 5235
6/03/2017,3:15:49,6:11, 9340 2963, 9229 7201
6/03/2017,3:23:38,2:51, 5399 5907, 4209 3407
6/03/2017,3:35:03,9:28, 4981 0056,(020) 1267-356
6/03/2017,3:36:41,13:36, 9637 4653, 4955 7596
6/03/2017,3:45:28,15:02, 5347 9625, 5353 5523
6/03/2017,4:08:21,22:53, 5393 9834, 9136 4483
6/03/2017,4:17:26,18:00, 8483 9935, 4517 2725
6/03/2017,4:19:21,1:26, 4085 1939, 9705 1448
6/03/2017,4:25:41,15:34, 5347 9625, 6756 7742
6/03/2017,4:28:38,23:51, 9284 7583, 4982 1536
6/03/2017,4:30:32,3:35, 4563 1473, 4930 3347
6/03/2017,4:40:38,7:01, 6263 4851,0650 603 41 33
6/03/2017,4:44:30,14:16, 6140 3800, 4022 3980
6/03/2017,5:03:47,6:17, 4054 6954, 5661 8811
6/03/2017,5:04:18,8:58, 4087 8886,079 4651 4580
6/03/2017,5:05:19,19:29, 8288 0441, 4056 2716
6/03/2017,5:15:38,15:44, 8364 5339,(51) 8213-3853
6/03/2017,5:19:14,0:41,606 306 251, 9015 7695
6/03/2017,5:21:49,3:42,606 306 251, 8202 0799
6/03/2017,5:31:12,17:11, 6264 3127, 8257 4005
